,Salary,SalaryType,YearsCoding,YearsCodingProf,Currency,SalaryUSD
47038,40000.0,Yearly,3-5 years,3-5 years,U.S. dollars ($),40000.0
47039,1.0,Weekly,0-2 years,0-2 years,British pounds sterling (£),64.48
47040,90000.0,Yearly,12-14 years,6-8 years,U.S. dollars ($),90000.0
47041,72000.0,Yearly,9-11 years,9-11 years,Euros (€),77040.0
47046,1000.0,Weekly,3-5 years,0-2 years,U.S. dollars ($),52000.0
47050,165000.0,Yearly,30 or more years,24-26 years,U.S. dollars ($),165000.0
47052,65000.0,Yearly,9-11 years,6-8 years,Euros (€),69550.0
47054,700000.0,Yearly,3-5 years,3-5 years,Norwegian krone (kr),63700.0
47059,26500.0,Yearly,0-2 years,0-2 years,British pounds sterling (£),32860.0
47060,61800.0,Yearly,12-14 years,6-8 years,Euros (€),66126.0
47065,8000.0,Monthly,9-11 years,3-5 years,Brazilian reais (R$),18240.0
47066,29400.0,Yearly,0-2 years,0-2 years,Euros (€),31458.000000000004
47069,6372.0,Monthly,12-14 years,12-14 years,Euros (€),81816.48
47071,107000.0,Yearly,3-5 years,0-2 years,U.S. dollars ($),107000.0
47074,52000.0,Yearly,3-5 years,3-5 years,U.S. dollars ($),52000.0
47076,28000.0,Yearly,3-5 years,0-2 years,British pounds sterling (£),34720.0
47077,70000.0,Yearly,6-8 years,0-2 years,Swiss francs,77000.0
47083,500.0,Weekly,0-2 years,0-2 years,U.S. dollars ($),26000.0
47088,104000.0,Yearly,18-20 years,18-20 years,U.S. dollars ($),104000.0
47091,110000.0,Yearly,3-5 years,3-5 years,U.S. dollars ($),110000.0
47100,6000.0,Monthly,21-23 years,9-11 years,Euros (€),77040.0
47104,68250.0,Yearly,9-11 years,9-11 years,U.S. dollars ($),68250.0
47105,78000.0,Yearly,9-11 years,0-2 years,U.S. dollars ($),78000.0
47106,50000.0,Yearly,3-5 years,3-5 years,Euros (€),53500.0
47108,7100.0,Monthly,9-11 years,6-8 years,Brazilian reais (R$),16188.0
47109,400000.0,Monthly,6-8 years,3-5 years,Japanese yen (¥),31200.0
47110,900.0,Monthly,3-5 years,0-2 years,U.S. dollars ($),10800.0
47113,50000.0,Yearly,6-8 years,0-2 years,Canadian dollars (C$),36500.0
47114,112000.0,Yearly,12-14 years,12-14 years,U.S. dollars ($),112000.0
47122,79000.0,Yearly,9-11 years,6-8 years,Euros (€),84530.0
47123,1800.0,Monthly,3-5 years,0-2 years,Brazilian reais (R$),4104.0
47125,45000.0,Yearly,30 or more years,21-23 years,British pounds sterling (£),55800.0
47127,92000.0,Yearly,21-23 years,15-17 years,Australian dollars (A$),59800.0
47128,97500.0,Yearly,6-8 years,3-5 years,U.S. dollars ($),97500.0
47131,50350.0,Yearly,24-26 years,12-14 years,British pounds sterling (£),62434.0
47133,1200000.0,Yearly,9-11 years,9-11 years,Indian rupees (₹),14400.0
47135,1400.0,Monthly,6-8 years,0-2 years,Euros (€),17976.0
47136,67500.0,Yearly,3-5 years,0-2 years,U.S. dollars ($),67500.0
47137,77700.0,Yearly,15-17 years,12-14 years,Euros (€),83139.0
47139,95000.0,Yearly,6-8 years,3-5 years,U.S. dollars ($),95000.0
47144,240000.0,Monthly,6-8 years,3-5 years,Japanese yen (¥),18720.0
47145,134000.0,Yearly,12-14 years,9-11 years,U.S. dollars ($),134000.0
47146,35000.0,Yearly,9-11 years,6-8 years,British pounds sterling (£),43400.0
47147,1000.0,Monthly,0-2 years,0-2 years,Euros (€),12840.0
47148,50000.0,Yearly,9-11 years,3-5 years,British pounds sterling (£),62000.0
47149,42000.0,Monthly,3-5 years,3-5 years,Euros (€),539280.0
47151,30000.0,Yearly,9-11 years,3-5 years,British pounds sterling (£),37200.0
47155,60000.0,Yearly,6-8 years,0-2 years,Canadian dollars (C$),43800.0
47156,20000.0,Yearly,6-8 years,0-2 years,British pounds sterling (£),24800.0
47158,6400.0,Monthly,3-5 years,3-5 years,U.S. dollars ($),76800.0
47161,1800.0,Monthly,9-11 years,0-2 years,Euros (€),23112.0
47163,1500.0,Monthly,6-8 years,3-5 years,Euros (€),19260.0
47166,33000.0,Monthly,3-5 years,0-2 years,Swedish kroner (SEK),36432.0
47168,1500.0,Monthly,3-5 years,3-5 years,Euros (€),19260.0
47174,65000.0,Yearly,6-8 years,3-5 years,Euros (€),69550.0
47180,62000.0,Yearly,12-14 years,6-8 years,U.S. dollars ($),62000.0
47181,60000.0,Yearly,6-8 years,6-8 years,Euros (€),64200.00000000001
47185,105000.0,Yearly,27-29 years,24-26 years,Canadian dollars (C$),76650.0
47188,460000.0,Monthly,3-5 years,0-2 years,Indian rupees (₹),66240.0
47192,75000.0,Yearly,3-5 years,0-2 years,U.S. dollars ($),75000.0
47193,3500.0,Monthly,9-11 years,6-8 years,Euros (€),44940.0
47195,49145.0,Yearly,6-8 years,6-8 years,Euros (€),52585.15
47200,65000.0,Monthly,3-5 years,3-5 years,Indian rupees (₹),9360.0
47202,900.0,Monthly,3-5 years,0-2 years,British pounds sterling (£),13392.0
47203,3400.0,Monthly,12-14 years,9-11 years,Euros (€),43656.0
47205,77000.0,Yearly,18-20 years,18-20 years,Australian dollars (A$),50050.0
47208,120000.0,Yearly,30 or more years,27-29 years,Canadian dollars (C$),87600.0
47211,38000.0,Yearly,6-8 years,3-5 years,British pounds sterling (£),47120.0
47212,7000.0,Monthly,12-14 years,9-11 years,Euros (€),89880.0
47215,125000.0,Yearly,30 or more years,18-20 years,Canadian dollars (C$),91250.0
47217,2850.0,Monthly,6-8 years,3-5 years,Euros (€),36594.0
47219,70001.0,Yearly,3-5 years,3-5 years,U.S. dollars ($),70001.0
47222,31000.0,Yearly,18-20 years,15-17 years,British pounds sterling (£),38440.0
47225,3500.0,Monthly,3-5 years,0-2 years,Australian dollars (A$),27300.0
47226,92000.0,Yearly,6-8 years,6-8 years,U.S. dollars ($),92000.0
47227,70000.0,Yearly,18-20 years,6-8 years,British pounds sterling (£),86800.0
47228,76500.0,Yearly,9-11 years,12-14 years,U.S. dollars ($),76500.0
47231,170000.0,Yearly,9-11 years,9-11 years,U.S. dollars ($),170000.0
47233,24000.0,Yearly,3-5 years,0-2 years,British pounds sterling (£),29760.0
47236,20000.0,Yearly,0-2 years,0-2 years,British pounds sterling (£),24800.0
47244,52000.0,Yearly,3-5 years,3-5 years,U.S. dollars ($),52000.0
47245,1500.0,Monthly,0-2 years,0-2 years,Euros (€),19260.0
47247,47000.0,Yearly,6-8 years,6-8 years,Euros (€),50290.0
47254,43000.0,Yearly,6-8 years,3-5 years,Euros (€),46010.0
47255,90000.0,Weekly,15-17 years,9-11 years,Australian dollars (A$),3042000.0
47256,1100000.0,Yearly,9-11 years,9-11 years,Indian rupees (₹),13200.0
47257,60000.0,Yearly,3-5 years,0-2 years,U.S. dollars ($),60000.0
47258,5.0,Yearly,6-8 years,3-5 years,Bitcoin (btc),334793.0
47259,62000.0,Yearly,12-14 years,6-8 years,British pounds sterling (£),76880.0
47260,30000.0,Yearly,3-5 years,0-2 years,Euros (€),32100.000000000004
47264,70000.0,Yearly,21-23 years,21-23 years,British pounds sterling (£),86800.0
47266,42000.0,Monthly,3-5 years,3-5 years,Indian rupees (₹),6048.0
47267,220000.0,Monthly,12-14 years,6-8 years,Russian rubles (₽),29040.0
47268,40000.0,Monthly,3-5 years,3-5 years,Euros (€),513600.0
47270,32000.0,Yearly,15-17 years,12-14 years,Euros (€),34240.0
47274,87500.0,Yearly,18-20 years,3-5 years,U.S. dollars ($),87500.0
47276,30400.0,Yearly,6-8 years,3-5 years,Euros (€),32528.000000000004
47278,100000.0,Monthly,21-23 years,15-17 years,Russian rubles (₽),13200.0
47281,27000.0,Yearly,24-26 years,18-20 years,Euros (€),28890.0
47283,57000.0,Monthly,9-11 years,3-5 years,Danish krone (kr),95760.00000000001
47284,29000.0,Yearly,6-8 years,0-2 years,British pounds sterling (£),35960.0
47285,170.0,Weekly,3-5 years,0-2 years,Euros (€),9458.800000000001
47286,16000.0,Monthly,0-2 years,0-2 years,Indian rupees (₹),2304.0
47289,141000.0,Yearly,9-11 years,3-5 years,U.S. dollars ($),141000.0
47290,40000.0,Yearly,9-11 years,6-8 years,U.S. dollars ($),40000.0
47291,90000.0,Monthly,15-17 years,9-11 years,Russian rubles (₽),11879.999999999998
47292,50000.0,Yearly,18-20 years,18-20 years,Euros (€),53500.0
47293,30000.0,Yearly,9-11 years,6-8 years,Euros (€),32100.000000000004
47294,50000.0,Yearly,9-11 years,6-8 years,U.S. dollars ($),50000.0
47295,67500.0,Yearly,6-8 years,0-2 years,U.S. dollars ($),67500.0
47296,60000.0,Yearly,9-11 years,3-5 years,U.S. dollars ($),60000.0
47297,58000.0,Yearly,0-2 years,0-2 years,U.S. dollars ($),58000.0
47298,100000.0,Monthly,6-8 years,0-2 years,Indian rupees (₹),14400.0
47301,7500.0,Monthly,18-20 years,15-17 years,Euros (€),96300.00000000001
47302,60000.0,Yearly,9-11 years,3-5 years,Canadian dollars (C$),43800.0
47303,54000.0,Yearly,18-20 years,18-20 years,British pounds sterling (£),66960.0
47305,53000.0,Yearly,12-14 years,6-8 years,Euros (€),56710.0
47307,138000.0,Yearly,9-11 years,6-8 years,U.S. dollars ($),138000.0
47308,115000.0,Yearly,6-8 years,3-5 years,U.S. dollars ($),115000.0
47311,83657.0,Yearly,12-14 years,9-11 years,Canadian dollars (C$),61069.61
47313,92000.0,Yearly,6-8 years,6-8 years,Canadian dollars (C$),67160.0
47314,300000.0,Yearly,3-5 years,0-2 years,Indian rupees (₹),3600.0
47318,1400.0,Monthly,6-8 years,3-5 years,U.S. dollars ($),16800.0
47319,53000.0,Yearly,30 or more years,30 or more years,British pounds sterling (£),65720.0
47320,50000.0,Yearly,6-8 years,6-8 years,Euros (€),53500.0
47324,60000.0,Yearly,9-11 years,3-5 years,Euros (€),64200.00000000001
47329,1000.0,Monthly,3-5 years,0-2 years,Euros (€),12840.0
47330,40030.0,Yearly,12-14 years,6-8 years,British pounds sterling (£),49637.2
47331,24000.0,Monthly,18-20 years,3-5 years,Chinese yuan renminbi (¥),40320.00000000001
47334,68000.0,Yearly,27-29 years,18-20 years,U.S. dollars ($),68000.0
47337,120000.0,Yearly,3-5 years,3-5 years,U.S. dollars ($),120000.0
47338,623000.0,Yearly,30 or more years,6-8 years,Norwegian krone (kr),56693.0
47339,3000.0,Monthly,12-14 years,6-8 years,Euros (€),38520.0
47343,101000.0,Yearly,21-23 years,15-17 years,U.S. dollars ($),101000.0
47344,14000.0,Monthly,3-5 years,3-5 years,Mexican pesos (MXN$),9912.0
47351,135000.0,Yearly,15-17 years,15-17 years,U.S. dollars ($),135000.0
47353,2000.0,Monthly,6-8 years,0-2 years,Brazilian reais (R$),4560.0
47354,46000.0,Monthly,18-20 years,6-8 years,Swedish kroner (SEK),50784.0
47357,60000.0,Yearly,3-5 years,0-2 years,U.S. dollars ($),60000.0
47359,42000.0,Monthly,6-8 years,3-5 years,Indian rupees (₹),6048.0
47363,104000.0,Yearly,12-14 years,9-11 years,Swiss francs,114400.00000000001
47366,96000.0,Yearly,21-23 years,21-23 years,Euros (€),102720.0
47367,20000.0,Monthly,0-2 years,0-2 years,Indian rupees (₹),2880.0
47371,175000.0,Yearly,12-14 years,6-8 years,Canadian dollars (C$),127750.0
47372,85000.0,Yearly,15-17 years,3-5 years,Australian dollars (A$),55250.0
47373,182000.0,Yearly,12-14 years,9-11 years,U.S. dollars ($),182000.0
47374,20000.0,Yearly,12-14 years,6-8 years,Euros (€),21400.0
47382,10400.0,Monthly,18-20 years,18-20 years,Brazilian reais (R$),23712.0
47383,800000.0,Yearly,24-26 years,18-20 years,Norwegian krone (kr),72800.0
47387,90000.0,Yearly,6-8 years,3-5 years,U.S. dollars ($),90000.0
47388,4200.0,Monthly,18-20 years,9-11 years,Euros (€),53928.0
47389,785000.0,Monthly,3-5 years,3-5 years,Indian rupees (₹),113040.0
47390,20000.0,Yearly,0-2 years,0-2 years,British pounds sterling (£),24800.0
47396,61000.0,Yearly,18-20 years,18-20 years,Euros (€),65270.00000000001
47398,2900000.0,Yearly,12-14 years,12-14 years,Indian rupees (₹),34800.0
47400,56000.0,Yearly,18-20 years,18-20 years,Canadian dollars (C$),40880.0
47405,216000.0,Yearly,15-17 years,12-14 years,U.S. dollars ($),216000.0
47406,65000.0,Yearly,3-5 years,0-2 years,U.S. dollars ($),65000.0
47407,530000.0,Yearly,12-14 years,3-5 years,Norwegian krone (kr),48230.0
47411,3000.0,Monthly,24-26 years,9-11 years,Euros (€),38520.0
47414,90000.0,Monthly,12-14 years,6-8 years,Indian rupees (₹),12960.0
47416,16000.0,Yearly,3-5 years,0-2 years,British pounds sterling (£),19840.0
47419,23000.0,Monthly,9-11 years,3-5 years,Indian rupees (₹),3312.0
47421,490000.0,Yearly,9-11 years,6-8 years,Indian rupees (₹),5880.0
47422,280000.0,Yearly,30 or more years,27-29 years,U.S. dollars ($),280000.0
47423,5500.0,Monthly,9-11 years,6-8 years,Euros (€),70620.0
47433,100000.0,Yearly,9-11 years,9-11 years,British pounds sterling (£),124000.0
47435,720000.0,Yearly,0-2 years,0-2 years,Indian rupees (₹),8640.0
47436,700000.0,Monthly,6-8 years,3-5 years,Indian rupees (₹),100800.0
47438,60000.0,Yearly,3-5 years,0-2 years,U.S. dollars ($),60000.0
47442,498000.0,Yearly,6-8 years,3-5 years,Norwegian krone (kr),45318.0
47443,125000.0,Yearly,15-17 years,12-14 years,Australian dollars (A$),81250.0
47446,1700.0,Monthly,0-2 years,0-2 years,Euros (€),21828.0
47449,60000.0,Yearly,9-11 years,0-2 years,U.S. dollars ($),60000.0
47452,35000.0,Yearly,3-5 years,0-2 years,Euros (€),37450.0
47453,101600.0,Yearly,3-5 years,3-5 years,U.S. dollars ($),101600.0
47456,500000.0,Monthly,3-5 years,0-2 years,Indian rupees (₹),72000.0
47457,132000.0,Yearly,24-26 years,24-26 years,U.S. dollars ($),132000.0
47460,3250.0,Monthly,12-14 years,6-8 years,Euros (€),41730.0
47465,1200.0,Monthly,9-11 years,6-8 years,U.S. dollars ($),14400.0
47466,30000.0,Yearly,0-2 years,0-2 years,U.S. dollars ($),30000.0
47468,70000.0,Yearly,9-11 years,3-5 years,British pounds sterling (£),86800.0
47471,18000.0,Yearly,3-5 years,0-2 years,British pounds sterling (£),22320.0
47473,130000.0,Yearly,18-20 years,18-20 years,U.S. dollars ($),130000.0
47479,21000.0,Monthly,3-5 years,3-5 years,Mexican pesos (MXN$),14868.0
47480,4500.0,Monthly,0-2 years,0-2 years,Polish złoty (zł),13500.0
47481,300.0,Monthly,6-8 years,0-2 years,Euros (€),3852.0
47484,50000.0,Monthly,6-8 years,6-8 years,British pounds sterling (£),744000.0
47487,103000.0,Yearly,18-20 years,15-17 years,U.S. dollars ($),103000.0
47488,100000.0,Yearly,18-20 years,9-11 years,U.S. dollars ($),100000.0
47490,1500.0,Monthly,9-11 years,6-8 years,U.S. dollars ($),18000.0
47491,150000.0,Yearly,18-20 years,15-17 years,U.S. dollars ($),150000.0
47493,50000.0,Yearly,9-11 years,0-2 years,U.S. dollars ($),50000.0
47495,5200.0,Monthly,6-8 years,3-5 years,Brazilian reais (R$),11856.0
47496,135000.0,Yearly,6-8 years,6-8 years,U.S. dollars ($),135000.0
47497,400000.0,Yearly,3-5 years,3-5 years,Indian rupees (₹),4800.0
47500,110000.0,Yearly,6-8 years,6-8 years,U.S. dollars ($),110000.0
47501,82000.0,Yearly,12-14 years,9-11 years,Euros (€),87740.0
47503,60000.0,Yearly,9-11 years,6-8 years,Euros (€),64200.00000000001
47504,94000.0,Yearly,6-8 years,6-8 years,U.S. dollars ($),94000.0
47505,53000.0,Yearly,3-5 years,3-5 years,U.S. dollars ($),53000.0
47507,38000.0,Yearly,6-8 years,3-5 years,British pounds sterling (£),47120.0
47509,54000.0,Yearly,15-17 years,3-5 years,Euros (€),57780.0
47512,82000.0,Yearly,6-8 years,6-8 years,British pounds sterling (£),101680.0
47513,82000.0,Yearly,18-20 years,12-14 years,U.S. dollars ($),82000.0
47514,70000.0,Yearly,12-14 years,6-8 years,Euros (€),74900.0
47516,150000.0,Yearly,30 or more years,15-17 years,U.S. dollars ($),150000.0
47518,50000.0,Yearly,3-5 years,0-2 years,U.S. dollars ($),50000.0
47522,125000.0,Yearly,18-20 years,12-14 years,Canadian dollars (C$),91250.0
47525,60000.0,Yearly,3-5 years,3-5 years,U.S. dollars ($),60000.0
47526,1700.0,Monthly,3-5 years,3-5 years,Euros (€),21828.0
47528,178000.0,Yearly,21-23 years,9-11 years,U.S. dollars ($),178000.0
47536,1700.0,Monthly,9-11 years,6-8 years,Euros (€),21828.0
47537,100000.0,Yearly,6-8 years,0-2 years,U.S. dollars ($),100000.0
47544,330000.0,Monthly,12-14 years,9-11 years,Japanese yen (¥),25740.0
47545,5300.0,Monthly,3-5 years,3-5 years,Euros (€),68052.0
47547,2100.0,Monthly,3-5 years,3-5 years,Brazilian reais (R$),4788.0
47551,108000.0,Yearly,15-17 years,15-17 years,U.S. dollars ($),108000.0
47554,2400.0,Monthly,0-2 years,0-2 years,Euros (€),30816.0
47557,85000.0,Yearly,6-8 years,6-8 years,Euros (€),90950.0
47558,80000.0,Yearly,3-5 years,3-5 years,U.S. dollars ($),80000.0
47567,45000.0,Yearly,9-11 years,6-8 years,Euros (€),48150.0
47569,143000.0,Yearly,18-20 years,18-20 years,U.S. dollars ($),143000.0
47571,68000.0,Yearly,6-8 years,0-2 years,U.S. dollars ($),68000.0
47573,120000.0,Yearly,0-2 years,0-2 years,U.S. dollars ($),120000.0
47574,125000.0,Monthly,6-8 years,3-5 years,Indian rupees (₹),18000.0
47575,25600.0,Yearly,6-8 years,0-2 years,Euros (€),27392.0
47581,85000.0,Yearly,3-5 years,0-2 years,U.S. dollars ($),85000.0
47585,11000.0,Monthly,3-5 years,6-8 years,Polish złoty (zł),33000.0
47586,1800.0,Monthly,0-2 years,0-2 years,Polish złoty (zł),5400.0
47587,3700.0,Monthly,3-5 years,3-5 years,Euros (€),47508.00000000001
47591,39000.0,Yearly,27-29 years,24-26 years,Euros (€),41730.0
47593,175000.0,Yearly,6-8 years,3-5 years,U.S. dollars ($),175000.0
47596,85000.0,Yearly,6-8 years,3-5 years,U.S. dollars ($),85000.0
47599,50000.0,Yearly,18-20 years,12-14 years,British pounds sterling (£),62000.0
47602,3750.0,Monthly,3-5 years,0-2 years,Euros (€),48150.00000000001
47604,6908.29,Monthly,15-17 years,6-8 years,Australian dollars (A$),53884.662
47606,1650.0,Monthly,18-20 years,6-8 years,Euros (€),21186.0
47607,650.0,Monthly,6-8 years,0-2 years,Euros (€),8346.0
47608,29000.0,Monthly,6-8 years,6-8 years,Euros (€),372360.0
47611,700.0,Monthly,6-8 years,3-5 years,Euros (€),8988.0
47613,125000.0,Yearly,21-23 years,12-14 years,U.S. dollars ($),125000.0
47614,16000.0,Yearly,18-20 years,3-5 years,Euros (€),17120.0
47616,85000.0,Yearly,6-8 years,3-5 years,U.S. dollars ($),85000.0
47617,108000.0,Yearly,12-14 years,12-14 years,U.S. dollars ($),108000.0
47619,110000.0,Yearly,12-14 years,3-5 years,U.S. dollars ($),110000.0
47620,4249.0,Monthly,9-11 years,6-8 years,Brazilian reais (R$),9687.720000000001
47625,330000.0,Monthly,6-8 years,0-2 years,Indian rupees (₹),47520.0
47636,63000.0,Yearly,6-8 years,3-5 years,U.S. dollars ($),63000.0
47638,80000.0,Yearly,12-14 years,3-5 years,U.S. dollars ($),80000.0
47640,850000.0,Yearly,15-17 years,9-11 years,South African rands (R),44200.0
47641,120000.0,Yearly,6-8 years,6-8 years,U.S. dollars ($),120000.0
47647,2250.0,Monthly,24-26 years,15-17 years,Euros (€),28890.0
47649,3700.0,Monthly,3-5 years,3-5 years,Euros (€),47508.00000000001
47651,10000.0,Monthly,30 or more years,27-29 years,U.S. dollars ($),120000.0
47652,50000.0,Yearly,12-14 years,12-14 years,Euros (€),53500.0
47653,1350.0,Monthly,3-5 years,3-5 years,Euros (€),17334.0
47654,92000.0,Yearly,12-14 years,6-8 years,U.S. dollars ($),92000.0
47655,6000.0,Monthly,3-5 years,3-5 years,Brazilian reais (R$),13680.0
47656,50000.0,Yearly,3-5 years,3-5 years,U.S. dollars ($),50000.0
47657,50000.0,Monthly,9-11 years,9-11 years,Euros (€),642000.0
47661,160000.0,Yearly,15-17 years,12-14 years,U.S. dollars ($),160000.0
47662,60000.0,Yearly,3-5 years,0-2 years,U.S. dollars ($),60000.0
47663,55000.0,Yearly,18-20 years,12-14 years,Euros (€),58850.0
47665,110000.0,Yearly,12-14 years,6-8 years,Australian dollars (A$),71500.0
47669,50000.0,Yearly,6-8 years,3-5 years,U.S. dollars ($),50000.0
47670,1200.0,Monthly,9-11 years,3-5 years,Euros (€),15408.0
47671,45000.0,Yearly,3-5 years,0-2 years,U.S. dollars ($),45000.0
47674,72000.0,Yearly,24-26 years,15-17 years,Euros (€),77040.0
47677,130000.0,Yearly,30 or more years,30 or more years,U.S. dollars ($),130000.0
47682,1817000.0,Yearly,9-11 years,6-8 years,Indian rupees (₹),21804.0
47684,64000.0,Yearly,15-17 years,12-14 years,U.S. dollars ($),64000.0
47687,70000.0,Yearly,3-5 years,3-5 years,Singapore dollars (S$),51100.0
47691,86500.0,Yearly,6-8 years,3-5 years,U.S. dollars ($),86500.0
47696,65000.0,Yearly,6-8 years,6-8 years,British pounds sterling (£),80600.0
47697,94000.0,Yearly,12-14 years,3-5 years,Swiss francs,103400.00000000001
47699,2000000.0,Yearly,9-11 years,9-11 years,Indian rupees (₹),24000.0
47703,18500.0,Monthly,15-17 years,12-14 years,Polish złoty (zł),55500.0
47704,85000.0,Yearly,3-5 years,0-2 years,Swiss francs,93500.00000000001
47713,9000.0,Monthly,6-8 years,6-8 years,Brazilian reais (R$),20520.0
47715,5000.0,Monthly,0-2 years,0-2 years,Polish złoty (zł),15000.0
47716,50000.0,Yearly,30 or more years,30 or more years,British pounds sterling (£),62000.0
